[BLOCK TYPE,TAG,DESCRIPTION,I/O DEVICE,H/W OPTIONS,I/O ADDRESS TYPE,I/O ADDRESS,SIGNAL CONDITIONING,LOW EGU LIMIT,HIGH EGU LIMIT,EGU TAG,OUTPUT ENABLE,EVENT MESSAGES,ALARM AREA(S),SECURITY AREA 1,SECURITY AREA 2,SECURITY AREA 3,ALARM AREA 1,ALARM AREA 2,ALARM AREA 3,ALARM AREA 4,ALARM AREA 5,ALARM AREA 6,ALARM AREA 7,ALARM AREA 8,ALARM AREA 9,ALARM AREA 10,ALARM AREA 11,ALARM AREA 12,ALARM AREA 13,ALARM AREA 14,ALARM AREA 15,USER FIELD 1,USER FIELD 2,ESIG TYPE,ESIG ALLOW CONT USE,ESIG XMPT ALARM ACK,ESIG UNSIGNED WRITES,ESIG COMMENT REQUIRED,PDR Update Rate,PDR Access Time,PDR Deadband,PDR Latch,PDR Disable Output,PDR Array Length,Hist Description,Hist Collect,Hist Interval,Hist Offset,Hist Time Res,Hist Compress,Hist Deadband,Hist Comp Type,Hist Comp Time,Scale Enabled,Scale Clamping,Scale Use EGU,Scale Raw Low,Scale Raw High,Scale Low,Scale High]
!A_NAME,A_TAG,A_DESC,A_IODV,A_IOHT,A_NUMS,A_IOAD,A_IOSC,A_ELO,A_EHI,A_EGUDESC,A_OUT,A_EVENT,A_ADI,A_SA1,A_SA2,A_SA3,A_AREA1,A_AREA2,A_AREA3,A_AREA4,A_AREA5,A_AREA6,A_AREA7,A_AREA8,A_AREA9,A_AREA10,A_AREA11,A_AREA12,A_AREA13,A_AREA14,A_AREA15,A_ALMEXT1,A_ALMEXT2,A_ESIGTYPE,A_ESIGCONT,A_ESIGACK,A_ESIGTRAP,A_ESIGREQ_COMMENT,A_PDR_UPDATERATE,A_PDR_ACCESSTIME,A_PDR_DEADBAND,A_PDR_LATCHDATA,A_PDR_DISABLEOUT,A_PDR_ARRAYLENGTH,A_HIST_DESC,A_HIST_COLLECT,A_HIST_INTERVAL,A_HIST_OFFSET,A_HIST_TIMERES,A_HIST_COMPRESS,A_HIST_DEADBAND,A_HIST_COMPTYPE,A_HIST_COMPTIME,A_SCALE_ENABLED,A_SCALE_CLAMP,A_SCALE_USEEGU,A_SCALE_RAWLOW,A_SCALE_RAWHIGH,A_SCALE_LOW,A_SCALE_HIGH!
"AR","279WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","279WT100SV","Vejetransmitter silo 16 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","280M100SV","Udtræk silo 280  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","280WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","280WT100SV","Vejetransmitter silo 17 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","281M100SV","Udtræk silo 281  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","281WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","281WT100SV","Vejetransmitter silo 18 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","285M100SV","Udtræk under silo 276-281  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","290M100SV","Løftesnegl 1 til buffersilo  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","292M100SV","Løftesnegl 2 til buffersilo  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","295M100SV","Løftesnegl 1 fra buffersilo  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","295M200SV","Banke motor silo 295  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","295WT100DOSV","Kalibrering mel vægt setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","295WT100FV","Float settings","SIX","","DECIMAL","","","-999,999.9","999,999.9","","YES","DISABLE","NONE","SVS600_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","-999,999.9","999,999.9"
"AR","295WT100SV","Vægt melsilo setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","SVS600_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","299GS100SV","Flytbar tank placeret setpunkter","SIX","","DECIMAL","","","-32,767","32,768","","YES","DISABLE","NONE","FL64X_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-32,767","32,768"
"AR","299M100SV","Start snegl flytbar tanke setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","300M100SV","Løftesnegl 2 fra buffersilo  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","300XL100SV","Alarmblink indikering setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV100SV","Bundventil mixer  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV101MSV","Indløb til mixer i Midten setpunkter","SIX","","DECIMAL","","","-32,767","32,768","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-32,767","32,768"
"AR","305AV101SV","Indløb til mixer  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV102SV","Stopventil åndefilter til mixer  setpunk","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV104SV","Tømmeventil  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV110SV","Toplanse  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV112SV","Toplanse  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV113SV","Lanse top / Bund  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV114SV","Bundlanse  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV115SV","Bundlanse  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV116SV","Bundlanse  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV117SV","Bundlanse  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV130SV","Tobaksmel til mixer  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV180SV","NH3 måling  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV181SV","Dræn ventil NH3 måling  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV190SV","Damp til lanse  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV400SV","Åben spjæld 1 Mixer 305  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV401SV","Åben spjæld 2 Mixer 305  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV402SV","Spjaeld ventilation  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV500SV","Procesvand til Mixer 305  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV600SV","Flavour til mixer  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV700SV","CIP frem  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV701SV","CIP fordeling  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV750SV","CIP retur fra mixer  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV900SV","Damp til mixer  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV901SV","Dræn af kølekappe mixer  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV960SV","Isvand retur til mixer  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305AV961SV","Isvand frem til mixer  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","305CV900FV","Damp til Mixer 305 setpunkter","SIX","","DECIMAL","","","0.0","100.0","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","100.0"
"AR","305FT400FV","Float settings","SIX","","DECIMAL","","","-999,999.9","999,999.9","","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","-999,999.9","999,999.9"
