[BLOCK TYPE,TAG,DESCRIPTION,I/O DEVICE,H/W OPTIONS,I/O ADDRESS TYPE,I/O ADDRESS,SIGNAL CONDITIONING,LOW EGU LIMIT,HIGH EGU LIMIT,EGU TAG,OUTPUT ENABLE,EVENT MESSAGES,ALARM AREA(S),SECURITY AREA 1,SECURITY AREA 2,SECURITY AREA 3,ALARM AREA 1,ALARM AREA 2,ALARM AREA 3,ALARM AREA 4,ALARM AREA 5,ALARM AREA 6,ALARM AREA 7,ALARM AREA 8,ALARM AREA 9,ALARM AREA 10,ALARM AREA 11,ALARM AREA 12,ALARM AREA 13,ALARM AREA 14,ALARM AREA 15,USER FIELD 1,USER FIELD 2,ESIG TYPE,ESIG ALLOW CONT USE,ESIG XMPT ALARM ACK,ESIG UNSIGNED WRITES,ESIG COMMENT REQUIRED,PDR Update Rate,PDR Access Time,PDR Deadband,PDR Latch,PDR Disable Output,PDR Array Length,Hist Description,Hist Collect,Hist Interval,Hist Offset,Hist Time Res,Hist Compress,Hist Deadband,Hist Comp Type,Hist Comp Time,Scale Enabled,Scale Clamping,Scale Use EGU,Scale Raw Low,Scale Raw High,Scale Low,Scale High]
!A_NAME,A_TAG,A_DESC,A_IODV,A_IOHT,A_NUMS,A_IOAD,A_IOSC,A_ELO,A_EHI,A_EGUDESC,A_OUT,A_EVENT,A_ADI,A_SA1,A_SA2,A_SA3,A_AREA1,A_AREA2,A_AREA3,A_AREA4,A_AREA5,A_AREA6,A_AREA7,A_AREA8,A_AREA9,A_AREA10,A_AREA11,A_AREA12,A_AREA13,A_AREA14,A_AREA15,A_ALMEXT1,A_ALMEXT2,A_ESIGTYPE,A_ESIGCONT,A_ESIGACK,A_ESIGTRAP,A_ESIGREQ_COMMENT,A_PDR_UPDATERATE,A_PDR_ACCESSTIME,A_PDR_DEADBAND,A_PDR_LATCHDATA,A_PDR_DISABLEOUT,A_PDR_ARRAYLENGTH,A_HIST_DESC,A_HIST_COLLECT,A_HIST_INTERVAL,A_HIST_OFFSET,A_HIST_TIMERES,A_HIST_COMPRESS,A_HIST_DEADBAND,A_HIST_COMPTYPE,A_HIST_COMPTIME,A_SCALE_ENABLED,A_SCALE_CLAMP,A_SCALE_USEEGU,A_SCALE_RAWLOW,A_SCALE_RAWHIGH,A_SCALE_LOW,A_SCALE_HIGH!
"AR","MX305_BATCHNR","Batchnr for batch","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_BATCHNRA","Batchnr for batch low word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_BATCHNRB","Batchnr for batch high word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_BATCHSTATUS","Status for batch","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_BATCHSUB","Batch sub for batch","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_FLAVOURMGAKT","Aktuel mængde tilsætning flavour","SIX","","DECIMAL","","","-999,999.9","999,999.9","kg","YES","DISABLE","NONE","MX305_SUP","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","-999,999.9","999,999.9"
"AR","MX305_FLAVOURMGRCP","Recept mængde tilsætning flavour","SIX","","DECIMAL","","","-999,999.9","999,999.9","kg","YES","DISABLE","NONE","MX305_SUP","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","-999,999.9","999,999.9"
"AR","MX305_GSNUSMGAKT","Aktuel mængde tilsætning grundsnus","SIX","","DECIMAL","","","-999,999.9","999,999.9","kg","YES","DISABLE","NONE","MX305_SUP","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","-999,999.9","999,999.9"
"AR","MX305_GSNUSMGRCP","Recept mængde tilsætning grundsnus","SIX","","DECIMAL","","","-999,999.9","999,999.9","kg","YES","DISABLE","NONE","MX305_SUP","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","-999,999.9","999,999.9"
"AR","MX305_MELMGAKT","Aktuel mængde tilsætning mel","SIX","","DECIMAL","","","-999,999.9","999,999.9","kg","YES","DISABLE","NONE","MX305_SUP","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","-999,999.9","999,999.9"
"AR","MX305_MELMGRCP","Recept mængde tilsætning mel","SIX","","DECIMAL","","","-999,999.9","999,999.9","kg","YES","DISABLE","NONE","MX305_SUP","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","-999,999.9","999,999.9"
"AR","MX305_MP_110CIP1","AV110 On % Fordeling af cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_110CIP2","AV110 On % Fordeling af cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_110CIPF1","AV110 beregnet on tid cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_110CIPF2","AV110 beregnet on tid cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_112CIP1","AV112 On % Fordeling af cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_112CIP2","AV112 On % Fordeling af cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_112CIPF1","AV112 beregnet on tid cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_112CIPF2","AV112 beregnet on tid cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_114CIP1","AV114 On % Fordeling af cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_114CIP2","AV114 On % Fordeling af cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_114CIPF1","AV114 beregnet on tid cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_114CIPF2","AV114 beregnet on tid cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_115CIP1","AV115 On % Fordeling af cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_115CIP2","AV115 On % Fordeling af cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_115CIPF1","AV115 beregnet on tid cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_115CIPF2","AV115 beregnet on tid cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_116CIP1","AV116 On % Fordeling af cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_116CIP2","AV116 On % Fordeling af cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_116CIPF1","AV116 beregnet on tid cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_116CIPF2","AV116 beregnet on tid cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_117CIP1","AV117 On % Fordeling af cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_117CIP2","AV117 On % Fordeling af cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_117CIPF1","AV117 beregnet on tid cyklustid 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_117CIPF2","AV117 beregnet on tid cyklustid 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_AFDAMPLOGTID","Steptid afdampning","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sec","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_AFDAMPPAUSE","Pausetid afdampning","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sec","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_AV180TID","Tid hvor AV180 er aktiv","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_AV402OFFTIME","Mixer 305 Time AV402 closed during venti","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_AV402ONTIME","Mixer 305 Time AV402 open during ventila","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_CIPF1SPEED","CIP hastighed frem 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_CIPF2SPEED","CIP hastighed frem 2","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_CIPFLASPEED","CIP hastighed flavour","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_CIPFNIVEAU","CIP niveau frem 1","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_CIPTEMP","Kappe temperatur under CIP","SIX","","DECIMAL","","","-9,999,999","9,999,999","°C","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_CURRENTWEIGHT","Aktuel vægt afdampning","SIX","","DECIMAL","","","-9,999,999","9,999,999","Kg","YES","DISABLE","NONE","MX305_SUP","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_CYCLETIME","Cyklustid for tid on/off","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_DAMPBLÆS","Tid damp blæs efter CIP","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_DELAYWT1","Forsinkelse inden mixer stoppet","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_DELAYWT2","Forsinkelse mixer","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_EMPTYDIR","Direction of mixer while emptying","SIX","","DECIMAL","","","0","1","nr","YES","DISABLE","NONE","MX305_SUP","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","1"
"AR","MX305_MP_FORWARD","Mixer tid frem under CIP","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sek.","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_FRITVUNGENVENT_HOLDE","Fri/Tvungen ventilation i holdetid","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MX305_SUP","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_FYLDTID","Fyldetid","SIX","","DECIMAL","","","-9,999,999","9,999,999","Sec","NO","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_MAENGDE_MEL","Mel mængde overført","SIX","","DECIMAL","","","-9,999,999","9,999,999","Kg","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","MX305_MP_MERETID_HOLDE","Mere holdetid valgt","SIX","","DECIMAL","","","0","32,000","Min.","YES","DISABLE","NONE","MX305_SUP","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","32,000"
"AR","MX305_MP_MIX_TEMPSTEAMBEFORCIP","Temp. steam before CIP","SIX","","DECIMAL","","","1","10","°C","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","1","10"
"AR","MX305_MP_MIX_TIDSTEAMBEFORECIP","Time steam ok before CIP","SIX","","DECIMAL","","","1","10","Sec","YES","DISABLE","NONE","MX305_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","1","10"
