[BLOCK TYPE,TAG,NEXT BLOCK,DESCRIPTION,I/O DEVICE,H/W OPTIONS,I/O ADDRESS,INITIAL A/M STATUS,INITIAL SCAN,SCAN TIME,INVERT OUTPUT,OPEN TAG,CLOSE TAG,ALARM ENABLE,ALARM AREA(S),ALARM PRIORITY,ALARM TYPE,ENABLE OUTPUT,SECURITY AREA 1,SECURITY AREA 2,SECURITY AREA 3,ALARM AREA 1,ALARM AREA 2,ALARM AREA 3,ALARM AREA 4,ALARM AREA 5,ALARM AREA 6,ALARM AREA 7,ALARM AREA 8,ALARM AREA 9,ALARM AREA 10,ALARM AREA 11,ALARM AREA 12,ALARM AREA 13,ALARM AREA 14,ALARM AREA 15,USER FIELD 1,USER FIELD 2,CONTACT TAG,CONTACT MODE,REMOTE ACK TAG,ALARM SUSPENSION TAG,DELAY TIME,REALARM TIME,ESIG TYPE,ESIG ALLOW CONT USE,ESIG XMPT ALARM ACK,ESIG UNSIGNED WRITES,ESIG COMMENT REQUIRED,PDR Update Rate,PDR Access Time,PDR Deadband,PDR Latch,PDR Disable Output,PDR Array Length,Hist Description,Hist Collect,Hist Interval,Hist Offset,Hist Time Res,Hist Compress,Hist Deadband,Hist Comp Type,Hist Comp Time,Continuous Contact Output,Suppress COMM Alarm,Process alarm as event whi]
!A_NAME,A_TAG,A_NEXT,A_DESC,A_IODV,A_IOHT,A_IOAD,A_IAM,A_ISCAN,A_SCANT,A_INV,A_OPENDESC,A_CLOSEDESC,A_IENAB,A_ADI,A_PRI,A_ALMCK,A_EOUT,A_SA1,A_SA2,A_SA3,A_AREA1,A_AREA2,A_AREA3,A_AREA4,A_AREA5,A_AREA6,A_AREA7,A_AREA8,A_AREA9,A_AREA10,A_AREA11,A_AREA12,A_AREA13,A_AREA14,A_AREA15,A_ALMEXT1,A_ALMEXT2,A_CCALM,A_CCMOD,A_AACK,A_ASUSP,A_DELAY,A_REALM,A_ESIGTYPE,A_ESIGCONT,A_ESIGACK,A_ESIGTRAP,A_ESIGREQ_COMMENT,A_PDR_UPDATERATE,A_PDR_ACCESSTIME,A_PDR_DEADBAND,A_PDR_LATCHDATA,A_PDR_DISABLEOUT,A_PDR_ARRAYLENGTH,A_HIST_DESC,A_HIST_COLLECT,A_HIST_INTERVAL,A_HIST_OFFSET,A_HIST_TIMERES,A_HIST_COMPRESS,A_HIST_DEADBAND,A_HIST_COMPTYPE,A_HIST_COMPTIME,A_CTK_PERSIST,A_COMM_SURPRESS,A_ALM_SUSPENDMODE!
"DA","299GS100AK","","Flytbar tank placaret korrekt","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","299GS100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","295WT100LLA","","Lav Lav Melsilo","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","295WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","295WT100LA","","Lav Vægt melsilo","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","295WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","295WT100HHA","","Høj Høj Melsilo","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","295WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","295WT100HA","","Høj Vægt melsilo","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","295WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","295WT100DOAK","","Kalibrering sove vægt alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","K12SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","295M200AK","","Banke motor silo 295 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","295M200SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","295M100AK","","Løftesnegl 1 fra buffersilo alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","295M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","292M100AK","","Løftesnegl 2 til buffersilo alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","292M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","290M100AK","","Løftesnegl 1 til buffersilo alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","290M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","285M100AK","","Udtræk under silo 276-281 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","285M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","281WT100LLA","","Lav Lav Vejetransmitter silo 18","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","281WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","281WT100LA","","Lav Vejetransmitter silo 18","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","281WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","281WT100HHA","","Høj Høj Vejetransmitter silo 18","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","281WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","281WT100HA","","Høj Vejetransmitter silo 18","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","281WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","281M100AK","","Udtræk silo 281 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","281M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","280WT100LLA","","Lav Lav Vejetransmitter silo 17","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","280WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","280WT100LA","","Lav Vejetransmitter silo 17","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","280WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","280WT100HHA","","Høj Høj Vejetransmitter silo 17","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","280WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","280WT100HA","","Høj Vejetransmitter silo 17","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","280WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","280M100AK","","Udtræk silo 280 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","280M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","279WT100LLA","","Lav Lav Vejetransmitter silo 16","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","279WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","279WT100LA","","Lav Vejetransmitter silo 16","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","279WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","279WT100HHA","","Høj Høj Vejetransmitter silo 16","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","279WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","279WT100HA","","Høj Vejetransmitter silo 16","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","279WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","279M100AK","","Udtræk silo 279 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","279M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","278WT100LLA","","Lav Lav Vejetransmitter silo 15","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","278WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","278WT100LA","","Lav Vejetransmitter silo 15","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","278WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","278WT100HHA","","Høj Høj Vejetransmitter silo 15","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","278WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","278WT100HA","","Høj Vejetransmitter silo 15","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","278WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","278M100AK","","Udtræk silo 278 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","278M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","277WT100LLA","","Lav Lav Vejetransmitter silo 14","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","277WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","277WT100LA","","Lav Vejetransmitter silo 14","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","277WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","277WT100HHA","","Høj Høj Vejetransmitter silo 14","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","277WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","277WT100HA","","Høj Vejetransmitter silo 14","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","277WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","277M100AK","","Udtræk silo 277 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","277M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","276WT100LLA","","Lav Lav Vejetransmitter silo 13","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","276WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","276WT100LA","","Lav Vejetransmitter silo 13","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","276WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","276WT100HHA","","Høj Høj Vejetransmitter silo 13","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","276WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","276WT100HA","","Høj Vejetransmitter silo 13","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","276WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","276M100AK","","Udtræk silo 276 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","276M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","255M100AK","","Udtræk under silo 246-251 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","255M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","251WT100LLA","","Lav Lav Vejetransmitter silo 12","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","251WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","251WT100LA","","Lav Vejetransmitter silo 12","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","251WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","251WT100HHA","","Høj Høj Vejetransmitter silo 12","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","251WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","251WT100HA","","Høj Vejetransmitter silo 12","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","251WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","251M100AK","","Udtræk silo 251 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","251M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","250WT100LLA","","Lav Lav Vejetransmitter silo 11","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","250WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","250WT100LA","","Lav Vejetransmitter silo 11","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","250WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","250WT100HHA","","Høj Høj Vejetransmitter silo 11","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","250WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","250WT100HA","","Høj Vejetransmitter silo 11","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","250WT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","250M100AK","","Udtræk silo 250 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","250M100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","249WT100LLA","","Lav Lav Vejetransmitter silo 10","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","249WT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
